                t                    x1                   y1               x2             y2               E    
           0.30320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.30360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.30400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.30440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.30480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.30520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.30560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.30600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.30640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.30680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.30720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.30760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.30800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.30840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.30880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.30920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.30960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.31000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.31040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.31080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.31120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.31160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.31200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.31240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.31280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.31320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.31360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.31400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.31440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.31480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.31520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.31560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.31600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.31640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.31680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.31720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.31760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.31800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.31840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.31880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.31920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.31960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.32000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.32040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.32080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.32120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.32160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.32200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.32240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.32280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.32320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.32360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.32400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.32440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.32480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.32520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.32560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.32600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.32640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.32680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.32720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.32760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.32800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.32840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.32880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.32920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.32960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.33000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.33040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.33080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.33120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.33160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.33200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.33240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.33280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.33320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.33360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.33400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.33440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.33480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.33520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.33560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.33600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.33640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.33680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.33720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.33760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.33800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.33840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.33880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.33920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.33960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.34000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.34040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.34080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.34120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.34160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.34200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.34240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.34280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.34320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.34360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.34400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.34440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.34480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.34520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.34560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.34600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.34640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.34680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.34720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.34760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.34800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.34840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.34880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.34920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.34960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.35000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.35040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.35080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.35120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.35160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.35200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.35240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.35280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.35320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.35360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.35400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.35440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.35480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.35520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.35560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.35600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.35640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.35680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.35720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.35760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.35800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.35840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.35880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.35920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.35960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.36000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.36040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.36080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.36120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.36160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.36200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.36240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.36280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.36320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.36360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.36400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.36440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.36480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.36520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.36560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.36600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.36640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.36680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.36720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.36760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.36800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.36840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.36880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.36920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.36960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.37000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.37040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.37080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.37120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.37160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.37200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.37240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.37280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.37320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.37360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.37400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.37440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.37480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.37520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.37560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.37600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.37640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.37680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.37720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.37760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.37800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.37840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.37880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.37920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.37960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.38000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.38040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.38080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.38120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.38160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.38200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.38240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.38280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.38320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.38360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.38400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.38440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.38480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.38520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.38560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.38600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.38640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.38680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.38720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.38760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.38800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.38840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.38880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.38920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.38960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.39000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.39040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.39080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.39120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.39160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.39200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.39240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.39280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.39320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.39360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.39400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.39440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.39480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.39520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.39560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.39600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.39640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.39680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.39720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.39760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.39800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.39840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.39880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.39920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.39960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.40000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.40040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.40080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.40120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.40160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.40200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.40240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.40280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.40320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.40360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.40400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.40440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.40480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.40520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.40560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.40600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.40640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.40680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.40720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.40760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.40800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.40840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.40880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.40920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.40960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.41000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.41040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.41080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.41120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.41160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.41200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.41240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.41280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.41320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.41360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.41400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.41440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.41480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.41520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.41560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.41600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.41640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.41680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.41720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.41760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.41800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.41840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.41880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.41920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.41960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.42000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.42040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.42080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.42120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.42160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.42200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.42240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
