  Protons  Neutrons  Experimental Binding Energy  Experimental Error  Theoretical Binding Energy  Theoretical Error 
      56        89          -0.119382E+04               0.841000E-02                  -0.119146E+04                       0.293662E-06
      56        90          -0.119933E+04               0.208780E-01                  -0.119656E+04                       0.314754E-06
      56        91          -0.120272E+04               0.196980E-01                  -0.120095E+04                       0.337916E-06
      56        92          -0.120812E+04               0.630480E-01                  -0.120567E+04                       0.361847E-06
      56        93          -0.121171E+04               0.437762E+00                  -0.120968E+04                       0.387700E-06
      56        94          -0.121658E+04               0.300000E+00                  -0.121404E+04                       0.414074E-06
      56        95          -0.121971E+04               0.453000E+00                  -0.121770E+04                       0.442263E-06
      56        96          -0.122444E+04               0.456000E+00                  -0.122170E+04                       0.470780E-06
      56        97          -0.122730E+04               0.459000E+00                  -0.122501E+04                       0.501035E-06
      56        98          -0.123178E+04               0.462000E+00                  -0.122868E+04                       0.531468E-06
      57        59          -0.932061E+03               0.348000E+00                  -0.930900E+03                       0.291833E-06
      57        60          -0.945948E+03               0.234000E+00                  -0.944794E+03                       0.282386E-06
      57        61          -0.957103E+03               0.354000E+00                  -0.957675E+03                       0.283640E-06
      57        62          -0.970452E+03               0.357000E+00                  -0.970800E+03                       0.274895E-06
      57        63          -0.981249E+03               0.240000E+00                  -0.982938E+03                       0.276151E-06
      57        64          -0.994026E+03               0.242000E+00                  -0.995331E+03                       0.267519E-06
      57        65          -0.100444E+04               0.244000E+00                  -0.100676E+04                       0.268341E-06
      57        66          -0.101661E+04               0.246000E+00                  -0.101846E+04                       0.259414E-06
      57        67          -0.102628E+04               0.566680E-01                  -0.102922E+04                       0.259569E-06
      57        68          -0.103785E+04               0.260000E-01                  -0.104025E+04                       0.250113E-06
      57        69          -0.104713E+04               0.904680E-01                  -0.105037E+04                       0.249551E-06
      57        70          -0.105813E+04               0.260350E-01                  -0.106078E+04                       0.239498E-06
      57        71          -0.106693E+04               0.544000E-01                  -0.107029E+04                       0.238341E-06
      57        72          -0.107770E+04               0.214140E-01                  -0.108009E+04                       0.227798E-06
      57        73          -0.108607E+04               0.260000E-01                  -0.108902E+04                       0.226351E-06
      57        74          -0.109629E+04               0.279030E-01                  -0.109824E+04                       0.215621E-06
      57        75          -0.110431E+04               0.363000E-01                  -0.110661E+04                       0.214390E-06
      57        76          -0.111415E+04               0.279300E-01                  -0.111529E+04                       0.204026E-06
      57        77          -0.112195E+04               0.199660E-01                  -0.112313E+04                       0.203743E-06
      57        78          -0.113145E+04               0.945000E-02                  -0.113128E+04                       0.194592E-06
      57        79          -0.113891E+04               0.531760E-01                  -0.113862E+04                       0.196207E-06
      57        80          -0.114809E+04               0.164400E-02                  -0.114627E+04                       0.189398E-06
      57        81          -0.115554E+04               0.317400E-02                  -0.115312E+04                       0.193957E-06
      57        82          -0.116431E+04               0.194600E-02                  -0.116029E+04                       0.190730E-06
      57        83          -0.116948E+04               0.196000E-02                  -0.116668E+04                       0.199107E-06
      57        84          -0.117616E+04               0.423000E-02                  -0.117339E+04                       0.200450E-06
      57        85          -0.118133E+04               0.624800E-02                  -0.117933E+04                       0.213049E-06
      57        86          -0.118755E+04               0.729300E-02                  -0.118560E+04                       0.219370E-06
      57        87          -0.119229E+04               0.129600E-01                  -0.119111E+04                       0.236058E-06
      57        88          -0.119835E+04               0.123250E-01                  -0.119696E+04                       0.247164E-06
      57        89          -0.120264E+04               0.335800E-01                  -0.120207E+04                       0.267475E-06
      57        90          -0.120834E+04               0.107310E-01                  -0.120751E+04                       0.282835E-06
      57        91          -0.121244E+04               0.195360E-01                  -0.121222E+04                       0.306227E-06
      57        92          -0.121802E+04               0.200256E+00                  -0.121728E+04                       0.325234E-06
      57        93          -0.122200E+04               0.435450E+00                  -0.122162E+04                       0.351234E-06
      57        94          -0.122725E+04               0.435484E+00                  -0.122629E+04                       0.373349E-06
      57        95          -0.123127E+04               0.304000E+00                  -0.123028E+04                       0.401592E-06
      57        96          -0.123616E+04               0.306000E+00                  -0.123459E+04                       0.426379E-06
      57        97          -0.123962E+04               0.308000E+00                  -0.123823E+04                       0.456590E-06
      57        98          -0.124411E+04               0.465000E+00                  -0.124220E+04                       0.483712E-06
      57        99          -0.124730E+04               0.468000E+00                  -0.124550E+04                       0.515690E-06
      58        61          -0.958780E+03               0.476000E+00                  -0.957484E+03                       0.288441E-06
      58        62          -0.972599E+03               0.480000E+00                  -0.971036E+03                       0.283535E-06
      58        63          -0.983731E+03               0.363000E+00                  -0.983600E+03                       0.280608E-06
      58        64          -0.996987E+03               0.366000E+00                  -0.996413E+03                       0.276115E-06
      58        65          -0.100750E+04               0.246000E+00                  -0.100826E+04                       0.272959E-06
      58        66          -0.102016E+04               0.248000E+00                  -0.102037E+04                       0.268387E-06
      58        67          -0.103001E+04               0.250000E+00                  -0.103154E+04                       0.264651E-06
      58        68          -0.104219E+04               0.279720E-01                  -0.104298E+04                       0.259689E-06
      58        69          -0.105142E+04               0.288290E-01                  -0.105351E+04                       0.255192E-06
      58        70          -0.106305E+04               0.279040E-01                  -0.106431E+04                       0.249700E-06
      58        71          -0.107187E+04               0.279930E-01                  -0.107421E+04                       0.244426E-06
      58        72          -0.108308E+04               0.279500E-01                  -0.108440E+04                       0.238426E-06
      58        73          -0.109143E+04               0.327500E-01                  -0.109372E+04                       0.232520E-06
      58        74          -0.110227E+04               0.204600E-01                  -0.110333E+04                       0.226207E-06
      58        75          -0.111029E+04               0.163590E-01                  -0.111209E+04                       0.219996E-06
      58        76          -0.112077E+04               0.203680E-01                  -0.112114E+04                       0.213765E-06
      58        77          -0.112863E+04               0.102600E-01                  -0.112936E+04                       0.207796E-06
      58        78          -0.113859E+04               0.408000E-03                  -0.113788E+04                       0.202281E-06
      58        79          -0.114607E+04               0.411000E-03                  -0.114558E+04                       0.197360E-06
      58        80          -0.115580E+04               0.496800E-02                  -0.115359E+04                       0.193458E-06
      58        81          -0.116324E+04               0.722800E-02                  -0.116081E+04                       0.190644E-06
      58        82          -0.117244E+04               0.154000E-02                  -0.116833E+04                       0.189451E-06
      58        83          -0.117787E+04               0.155100E-02                  -0.117508E+04                       0.189913E-06
      58        84          -0.118504E+04               0.255600E-02                  -0.118213E+04                       0.192492E-06
      58        85          -0.119019E+04               0.257400E-02                  -0.118843E+04                       0.197190E-06
      58        86          -0.119708E+04               0.288000E-02                  -0.119504E+04                       0.204215E-06
      58        87          -0.120179E+04               0.339300E-01                  -0.120090E+04                       0.213571E-06
      58        88          -0.120843E+04               0.163520E-01                  -0.120708E+04                       0.225129E-06
      58        89          -0.121288E+04               0.852600E-02                  -0.121253E+04                       0.238977E-06
      58        90          -0.121934E+04               0.112480E-01                  -0.121830E+04                       0.254686E-06
      58        91          -0.122368E+04               0.102810E-01                  -0.122335E+04                       0.272517E-06
      58        92          -0.122993E+04               0.117000E-01                  -0.122872E+04                       0.291809E-06
      58        93          -0.123438E+04               0.176670E-01                  -0.123339E+04                       0.313037E-06
      58        94          -0.124023E+04               0.152000E+00                  -0.123839E+04                       0.335364E-06
      58        95          -0.124426E+04               0.153000E+00                  -0.124269E+04                       0.359473E-06
      58        96          -0.124962E+04               0.154000E+00                  -0.124732E+04                       0.384388E-06
      58        97          -0.125324E+04               0.310000E+00                  -0.125126E+04                       0.410972E-06
      58        98          -0.125837E+04               0.312000E+00                  -0.125555E+04                       0.438128E-06
      58        99          -0.126157E+04               0.471000E+00                  -0.125915E+04                       0.466876E-06
      58       100          -0.126629E+04               0.474000E+00                  -0.126310E+04                       0.496015E-06
      59        62          -0.971621E+03               0.484000E+00                  -0.970037E+03                       0.294693E-06
      59        63          -0.983069E+03               0.488000E+00                  -0.983029E+03                       0.295168E-06
      59        64          -0.996541E+03               0.369000E+00                  -0.996261E+03                       0.286490E-06
      59        65          -0.100762E+04               0.372000E+00                  -0.100853E+04                       0.287046E-06
      59        66          -0.102050E+04               0.250000E+00                  -0.102105E+04                       0.278542E-06
      59        67          -0.103093E+04               0.252000E+00                  -0.103264E+04                       0.278741E-06
      59        68          -0.104318E+04               0.254000E+00                  -0.104448E+04                       0.270003E-06
      59        69          -0.105305E+04               0.298240E-01                  -0.105541E+04                       0.269590E-06
      59        70          -0.106456E+04               0.297990E-01                  -0.106661E+04                       0.260365E-06
      59        71          -0.107404E+04               0.642200E-01                  -0.107692E+04                       0.259250E-06
      59        72          -0.108523E+04               0.470290E-01                  -0.108750E+04                       0.249435E-06
      59        73          -0.109423E+04               0.289080E-01                  -0.109721E+04                       0.247682E-06
      59        74          -0.110501E+04               0.125020E-01                  -0.110720E+04                       0.237325E-06
      59        75          -0.111367E+04               0.203680E-01                  -0.111634E+04                       0.235158E-06
      59        76          -0.112415E+04               0.118800E-01                  -0.112577E+04                       0.224477E-06
      59        77          -0.113263E+04               0.114240E-01                  -0.113437E+04                       0.222301E-06
      59        78          -0.114256E+04               0.808300E-02                  -0.114326E+04                       0.211726E-06
      59        79          -0.115057E+04               0.111780E-01                  -0.115133E+04                       0.210154E-06
      59        80          -0.116032E+04               0.778400E-02                  -0.115971E+04                       0.200378E-06
      59        81          -0.116826E+04               0.616000E-02                  -0.116729E+04                       0.200251E-06
      59        82          -0.117766E+04               0.169200E-02                  -0.117517E+04                       0.192260E-06
      59        83          -0.118350E+04               0.170400E-02                  -0.118227E+04                       0.194592E-06
      59        84          -0.119086E+04               0.185900E-02                  -0.118968E+04                       0.189585E-06
      59        85          -0.119661E+04               0.273600E-02                  -0.119632E+04                       0.195373E-06
      59        86          -0.120356E+04               0.710500E-02                  -0.120328E+04                       0.194491E-06
      59        87          -0.120868E+04               0.347480E-01                  -0.120948E+04                       0.204400E-06
      59        88          -0.121552E+04               0.158760E-01                  -0.121600E+04                       0.208342E-06
      59        89          -0.122068E+04               0.150960E-01                  -0.122179E+04                       0.222493E-06
      59        90          -0.122726E+04               0.983400E-02                  -0.122789E+04                       0.231328E-06
      59        91          -0.123259E+04               0.900000E-02                  -0.123327E+04                       0.249380E-06
      59        92          -0.123914E+04               0.116270E-01                  -0.123898E+04                       0.262697E-06
      59        93          -0.124419E+04               0.185440E-01                  -0.124397E+04                       0.284108E-06
      59        94          -0.125007E+04               0.119340E-01                  -0.124929E+04                       0.301308E-06
      59        95          -0.125468E+04               0.113036E+00                  -0.125391E+04                       0.325552E-06
      59        96          -0.126006E+04               0.172050E-01                  -0.125886E+04                       0.346053E-06
      59        97          -0.126428E+04               0.156000E+00                  -0.126312E+04                       0.372701E-06
      59        98          -0.126925E+04               0.314000E+00                  -0.126771E+04                       0.396020E-06
      59        99          -0.127323E+04               0.316000E+00                  -0.127163E+04                       0.424750E-06
      59       100          -0.127795E+04               0.477000E+00                  -0.127588E+04                       0.450505E-06
      59       101          -0.128151E+04               0.320000E+00                  -0.127947E+04                       0.481078E-06
      60        64          -0.998186E+03               0.496000E+00                  -0.996098E+03                       0.295890E-06
      60        65          -0.100936E+04               0.375000E+00                  -0.100878E+04                       0.292550E-06
      60        66          -0.102273E+04               0.252000E+00                  -0.102171E+04                       0.287765E-06
      60        67          -0.103339E+04               0.254000E+00                  -0.103370E+04                       0.284274E-06
      60        68          -0.104627E+04               0.256000E+00                  -0.104595E+04                       0.279480E-06
      60        69          -0.105625E+04               0.258000E+00                  -0.105728E+04                       0.275479E-06
      60        70          -0.106867E+04               0.279500E-01                  -0.106887E+04                       0.270355E-06
      60        71          -0.107791E+04               0.275100E-01                  -0.107956E+04                       0.265641E-06
      60        72          -0.108964E+04               0.241560E-01                  -0.109053E+04                       0.260019E-06
      60        73          -0.109862E+04               0.465500E-01                  -0.110063E+04                       0.254532E-06
      60        74          -0.111000E+04               0.117920E-01                  -0.111100E+04                       0.248390E-06
      60        75          -0.111864E+04               0.191700E-01                  -0.112052E+04                       0.242215E-06
      60        76          -0.112970E+04               0.118320E-01                  -0.113032E+04                       0.235681E-06
      60        77          -0.113815E+04               0.117820E-01                  -0.113929E+04                       0.229061E-06
      60        78          -0.114866E+04               0.115920E-01                  -0.114855E+04                       0.222438E-06
      60        79          -0.115672E+04               0.276610E-01                  -0.115699E+04                       0.215805E-06
      60        80          -0.116704E+04               0.350000E-02                  -0.116572E+04                       0.209605E-06
      60        81          -0.117505E+04               0.324300E-02                  -0.117366E+04                       0.203627E-06
      60        82          -0.118487E+04               0.142000E-02                  -0.118190E+04                       0.198612E-06
      60        83          -0.119100E+04               0.143000E-02                  -0.118935E+04                       0.194218E-06
      60        84          -0.119882E+04               0.129600E-02                  -0.119711E+04                       0.191393E-06
      60        85          -0.120457E+04               0.145000E-02                  -0.120410E+04                       0.189717E-06
      60        86          -0.121214E+04               0.131400E-02                  -0.121139E+04                       0.190188E-06
      60        87          -0.121743E+04               0.132300E-02                  -0.121794E+04                       0.192333E-06
      60        88          -0.122476E+04               0.207200E-02                  -0.122480E+04                       0.196996E-06
      60        89          -0.122980E+04               0.208600E-02                  -0.123092E+04                       0.203673E-06
      60        90          -0.123717E+04               0.135000E-02                  -0.123735E+04                       0.212897E-06
      60        91          -0.124251E+04               0.135900E-02                  -0.124306E+04                       0.224210E-06
      60        92          -0.124979E+04               0.244720E-01                  -0.124909E+04                       0.237800E-06
      60        93          -0.125504E+04               0.275400E-02                  -0.125440E+04                       0.253365E-06
      60        94          -0.126161E+04               0.526680E-01                  -0.126004E+04                       0.270800E-06
      60        95          -0.126614E+04               0.914500E-02                  -0.126498E+04                       0.290035E-06
      60        96          -0.127240E+04               0.199992E+00                  -0.127024E+04                       0.310732E-06
      60        97          -0.127646E+04               0.249630E-01                  -0.127482E+04                       0.333071E-06
      60        98          -0.128207E+04               0.158000E+00                  -0.127971E+04                       0.356524E-06
      60        99          -0.128589E+04               0.318000E+00                  -0.128394E+04                       0.381501E-06
      60       100          -0.129142E+04               0.320000E+00                  -0.128849E+04                       0.407314E-06
      60       101          -0.129482E+04               0.322000E+00                  -0.129238E+04                       0.434573E-06
      60       102          -0.129995E+04               0.324000E+00                  -0.129660E+04                       0.462449E-06
      61        65          -0.100836E+04               0.504000E+00                  -0.100783E+04                       0.307494E-06
      61        66          -0.102182E+04               0.381000E+00                  -0.102117E+04                       0.298795E-06
      61        67          -0.103294E+04               0.256000E+00                  -0.103357E+04                       0.298634E-06
      61        68          -0.104605E+04               0.258000E+00                  -0.104621E+04                       0.290166E-06
      61        69          -0.105663E+04               0.260000E+00                  -0.105794E+04                       0.289728E-06
      61        70          -0.106895E+04               0.262000E+00                  -0.106992E+04                       0.281090E-06
      61        71          -0.107909E+04               0.132000E+00                  -0.108102E+04                       0.280103E-06
      61        72          -0.109090E+04               0.502740E-01                  -0.109237E+04                       0.271028E-06
      61        73          -0.110030E+04               0.577540E-01                  -0.110285E+04                       0.269368E-06
      61        74          -0.111168E+04               0.754650E-01                  -0.111361E+04                       0.259725E-06
      61        75          -0.112087E+04               0.690880E-01                  -0.112350E+04                       0.257408E-06
      61        76          -0.113185E+04               0.130150E-01                  -0.113368E+04                       0.247197E-06
      61        77          -0.114079E+04               0.277380E-01                  -0.114302E+04                       0.244380E-06
      61        78          -0.115142E+04               0.136220E-01                  -0.115265E+04                       0.233749E-06
      61        79          -0.116020E+04               0.242200E-01                  -0.116146E+04                       0.230748E-06
      61        80          -0.117058E+04               0.139590E-01                  -0.117055E+04                       0.220026E-06
      61        81          -0.117927E+04               0.235720E-01                  -0.117885E+04                       0.217345E-06
      61        82          -0.118916E+04               0.300300E-02                  -0.118744E+04                       0.207088E-06
      61        83          -0.119569E+04               0.302400E-02                  -0.119525E+04                       0.205450E-06
      61        84          -0.120361E+04               0.290000E-02                  -0.120336E+04                       0.196493E-06
      61        85          -0.120987E+04               0.438000E-02                  -0.121069E+04                       0.196837E-06
      61        86          -0.121753E+04               0.147000E-02                  -0.121834E+04                       0.190282E-06
      61        87          -0.122342E+04               0.577200E-02                  -0.122522E+04                       0.193647E-06
      61        88          -0.123069E+04               0.223500E-02                  -0.123242E+04                       0.190697E-06
      61        89          -0.123630E+04               0.201000E-01                  -0.123887E+04                       0.197955E-06
      61        90          -0.124416E+04               0.468100E-02                  -0.124564E+04                       0.199554E-06
      61        91          -0.125010E+04               0.258400E-01                  -0.125168E+04                       0.211105E-06
      61        92          -0.125756E+04               0.902700E-02                  -0.125803E+04                       0.217617E-06
      61        93          -0.126350E+04               0.463540E-01                  -0.126367E+04                       0.233314E-06
      61        94          -0.127000E+04               0.465000E-02                  -0.126963E+04                       0.244514E-06
      61        95          -0.127529E+04               0.358800E-02                  -0.127489E+04                       0.263867E-06
      61        96          -0.128150E+04               0.706500E-02                  -0.128046E+04                       0.279205E-06
      61        97          -0.128636E+04               0.134300E-01                  -0.128535E+04                       0.301648E-06
      61        98          -0.129190E+04               0.100170E-01                  -0.129056E+04                       0.320509E-06
      61        99          -0.129637E+04               0.160000E+00                  -0.129510E+04                       0.345550E-06
      61       100          -0.130173E+04               0.322000E+00                  -0.129995E+04                       0.367397E-06
      61       101          -0.130593E+04               0.324000E+00                  -0.130414E+04                       0.394656E-06
      61       102          -0.131090E+04               0.326000E+00                  -0.130866E+04                       0.419060E-06
      61       103          -0.131452E+04               0.328000E+00                  -0.131252E+04                       0.448256E-06
      62        66          -0.102295E+04               0.512000E+00                  -0.102061E+04                       0.309032E-06
      62        67          -0.103443E+04               0.516000E+00                  -0.103341E+04                       0.305233E-06
      62        68          -0.104804E+04               0.390000E+00                  -0.104645E+04                       0.300100E-06
      62        69          -0.105872E+04               0.393000E+00                  -0.105858E+04                       0.296227E-06
      62        70          -0.107169E+04               0.264000E+00                  -0.107095E+04                       0.291154E-06
      62        71          -0.108194E+04               0.266000E+00                  -0.108243E+04                       0.286844E-06
      62        72          -0.109409E+04               0.134000E+00                  -0.109417E+04                       0.281506E-06
      62        73          -0.110370E+04               0.154575E+00                  -0.110503E+04                       0.276537E-06
      62        74          -0.111572E+04               0.125120E-01                  -0.111616E+04                       0.270743E-06
      62        75          -0.112501E+04               0.423330E-01                  -0.112643E+04                       0.265023E-06
      62        76          -0.113655E+04               0.118680E-01                  -0.113698E+04                       0.258714E-06
      62        77          -0.114550E+04               0.108420E-01                  -0.114669E+04                       0.252276E-06
      62        78          -0.115665E+04               0.124600E-01                  -0.115667E+04                       0.245526E-06
      62        79          -0.116520E+04               0.860100E-02                  -0.116585E+04                       0.238543E-06
      62        80          -0.117632E+04               0.312400E-02                  -0.117530E+04                       0.231576E-06
      62        81          -0.118493E+04               0.286000E-02                  -0.118395E+04                       0.224384E-06
      62        82          -0.119545E+04               0.158400E-02                  -0.119290E+04                       0.217608E-06
      62        83          -0.120220E+04               0.159500E-02                  -0.120105E+04                       0.210748E-06
      62        84          -0.121062E+04               0.306600E-02                  -0.120950E+04                       0.204797E-06
      62        85          -0.121696E+04               0.132300E-02                  -0.121719E+04                       0.199062E-06
      62        86          -0.122510E+04               0.133200E-02                  -0.122517E+04                       0.194823E-06
      62        87          -0.123097E+04               0.134100E-02                  -0.123239E+04                       0.191256E-06
      62        88          -0.123896E+04               0.135000E-02                  -0.123992E+04                       0.189808E-06
      62        89          -0.124456E+04               0.120800E-02                  -0.124671E+04                       0.189565E-06
      62        90          -0.125281E+04               0.121600E-02                  -0.125380E+04                       0.191948E-06
      62        91          -0.125868E+04               0.122400E-02                  -0.126017E+04                       0.195978E-06
      62        92          -0.126665E+04               0.138600E-02                  -0.126685E+04                       0.202837E-06
      62        93          -0.127246E+04               0.155000E-02                  -0.127281E+04                       0.211547E-06
      62        94          -0.127970E+04               0.858000E-02                  -0.127908E+04                       0.222935E-06
      62        95          -0.128509E+04               0.439600E-02                  -0.128466E+04                       0.236140E-06
      62        96          -0.129173E+04               0.489800E-02                  -0.129054E+04                       0.251640E-06
      62        97          -0.129676E+04               0.588300E-02                  -0.129574E+04                       0.268808E-06
      62        98          -0.130286E+04               0.592000E-02                  -0.130126E+04                       0.287827E-06
      62        99          -0.130737E+04               0.676200E-02                  -0.130610E+04                       0.308353E-06
      62       100          -0.131337E+04               0.162000E+00                  -0.131126E+04                       0.330330E-06
      62       101          -0.131757E+04               0.326000E+00                  -0.131575E+04                       0.353688E-06
      62       102          -0.132303E+04               0.328000E+00                  -0.132056E+04                       0.378168E-06
      62       103          -0.132681E+04               0.330000E+00                  -0.132472E+04                       0.403945E-06
      62       104          -0.133170E+04               0.332000E+00                  -0.132920E+04                       0.430583E-06
      63        67          -0.103334E+04               0.520000E+00                  -0.103209E+04                       0.320674E-06
      63        68          -0.104705E+04               0.393000E+00                  -0.104552E+04                       0.311873E-06
      63        69          -0.105808E+04               0.396000E+00                  -0.105804E+04                       0.310979E-06
      63        70          -0.107115E+04               0.266000E+00                  -0.107080E+04                       0.302466E-06
      63        71          -0.108189E+04               0.268000E+00                  -0.108267E+04                       0.301374E-06
      63        72          -0.109415E+04               0.135000E+00                  -0.109479E+04                       0.292754E-06
      63        73          -0.110430E+04               0.136000E+00                  -0.110604E+04                       0.291180E-06
      63        74          -0.111633E+04               0.438400E-02                  -0.111754E+04                       0.282178E-06
      63        75          -0.112601E+04               0.278760E-01                  -0.112819E+04                       0.279973E-06
      63        76          -0.113773E+04               0.132050E-01                  -0.113911E+04                       0.270435E-06
      63        77          -0.114739E+04               0.515200E-01                  -0.114919E+04                       0.267572E-06
      63        78          -0.115840E+04               0.126900E-01                  -0.115954E+04                       0.257461E-06
      63        79          -0.116786E+04               0.301040E-01                  -0.116908E+04                       0.254043E-06
      63        80          -0.117886E+04               0.110110E-01                  -0.117889E+04                       0.243448E-06
      63        81          -0.118831E+04               0.108000E-01                  -0.118790E+04                       0.239714E-06
      63        82          -0.119875E+04               0.304500E-02                  -0.119719E+04                       0.228879E-06
      63        83          -0.120595E+04               0.598600E-02                  -0.120570E+04                       0.225235E-06
      63        84          -0.121445E+04               0.264600E-02                  -0.121450E+04                       0.214599E-06
      63        85          -0.122127E+04               0.100640E-01                  -0.122253E+04                       0.211653E-06
      63        86          -0.122948E+04               0.402300E-02                  -0.123085E+04                       0.201908E-06
      63        87          -0.123591E+04               0.630000E-02                  -0.123842E+04                       0.200496E-06
      63        88          -0.124384E+04               0.135900E-02                  -0.124628E+04                       0.192616E-06
      63        89          -0.125015E+04               0.136800E-02                  -0.125340E+04                       0.193752E-06
      63        90          -0.125870E+04               0.137700E-02                  -0.126082E+04                       0.188919E-06
      63        91          -0.126514E+04               0.138600E-02                  -0.126752E+04                       0.193608E-06
      63        92          -0.127329E+04               0.139500E-02                  -0.127452E+04                       0.192936E-06
      63        93          -0.127963E+04               0.358800E-02                  -0.128081E+04                       0.201847E-06
      63        94          -0.128707E+04               0.423900E-02                  -0.128740E+04                       0.205999E-06
      63        95          -0.129294E+04               0.102700E-01                  -0.129329E+04                       0.219239E-06
      63        96          -0.129980E+04               0.429300E-02                  -0.129949E+04                       0.228240E-06
      63        97          -0.130531E+04               0.944000E-02                  -0.130500E+04                       0.245437E-06
      63        98          -0.131169E+04               0.104650E-01                  -0.131082E+04                       0.258836E-06
      63        99          -0.131667E+04               0.351540E-01                  -0.131597E+04                       0.279416E-06
      63       100          -0.132253E+04               0.655260E-01                  -0.132143E+04                       0.296591E-06
      63       101          -0.132745E+04               0.164000E+00                  -0.132623E+04                       0.319998E-06
      63       102          -0.133291E+04               0.165000E+00                  -0.133133E+04                       0.340358E-06
      63       103          -0.133750E+04               0.332000E+00                  -0.133579E+04                       0.366146E-06
      63       104          -0.134239E+04               0.334000E+00                  -0.134056E+04                       0.389208E-06
      63       105          -0.134606E+04               0.504000E+00                  -0.134469E+04                       0.417044E-06
      64        69          -0.105891E+04               0.532000E+00                  -0.105749E+04                       0.318723E-06
      64        70          -0.107250E+04               0.402000E+00                  -0.107064E+04                       0.313193E-06
      64        71          -0.108361E+04               0.405000E+00                  -0.108289E+04                       0.308894E-06
      64        72          -0.109640E+04               0.272000E+00                  -0.109539E+04                       0.303490E-06
      64        73          -0.110665E+04               0.274000E+00                  -0.110701E+04                       0.298828E-06
      64        74          -0.111929E+04               0.138000E+00                  -0.111889E+04                       0.293224E-06
      64        75          -0.112921E+04               0.139000E+00                  -0.112991E+04                       0.287963E-06
      64        76          -0.114139E+04               0.280000E-01                  -0.114119E+04                       0.281952E-06
      64        77          -0.115090E+04               0.197400E-01                  -0.115163E+04                       0.275973E-06
      64        78          -0.116271E+04               0.279740E-01                  -0.116235E+04                       0.269466E-06
      64        79          -0.117205E+04               0.200343E+00                  -0.117224E+04                       0.262761E-06
      64        80          -0.118365E+04               0.279360E-01                  -0.118240E+04                       0.255787E-06
      64        81          -0.119289E+04               0.197200E-01                  -0.119177E+04                       0.248470E-06
      64        82          -0.120412E+04               0.408800E-02                  -0.120141E+04                       0.241187E-06
      64        83          -0.121146E+04               0.191100E-02                  -0.121027E+04                       0.233511E-06
      64        84          -0.122045E+04               0.162800E-02                  -0.121941E+04                       0.226237E-06
      64        85          -0.122738E+04               0.342700E-02                  -0.122778E+04                       0.218634E-06
      64        86          -0.123608E+04               0.615000E-02                  -0.123644E+04                       0.211887E-06
      64        87          -0.124258E+04               0.302000E-02                  -0.124434E+04                       0.205017E-06
      64        88          -0.125117E+04               0.121600E-02                  -0.125253E+04                       0.199558E-06
      64        89          -0.125742E+04               0.122400E-02                  -0.125999E+04                       0.194342E-06
      64        90          -0.126631E+04               0.123200E-02                  -0.126773E+04                       0.191172E-06
      64        91          -0.127275E+04               0.124000E-02                  -0.127476E+04                       0.188741E-06
      64        92          -0.128128E+04               0.124800E-02                  -0.128207E+04                       0.188961E-06
      64        93          -0.128764E+04               0.125600E-02                  -0.128868E+04                       0.190422E-06
      64        94          -0.129558E+04               0.126400E-02                  -0.129559E+04                       0.194914E-06
      64        95          -0.130152E+04               0.111300E-02                  -0.130179E+04                       0.200973E-06
      64        96          -0.130898E+04               0.128000E-02                  -0.130830E+04                       0.210074E-06
      64        97          -0.131461E+04               0.161000E-02                  -0.131413E+04                       0.220814E-06
      64        98          -0.132146E+04               0.405000E-02                  -0.132025E+04                       0.234284E-06
      64        99          -0.132656E+04               0.847600E-02                  -0.132571E+04                       0.249286E-06
      64       100          -0.133301E+04               0.164000E+00                  -0.133146E+04                       0.266561E-06
      64       101          -0.133784E+04               0.165000E+00                  -0.133656E+04                       0.285211E-06
      64       102          -0.134396E+04               0.166000E+00                  -0.134196E+04                       0.305680E-06
      64       103          -0.134839E+04               0.334000E+00                  -0.134671E+04                       0.327391E-06
      64       104          -0.135394E+04               0.336000E+00                  -0.135178E+04                       0.350535E-06
      64       105          -0.135778E+04               0.507000E+00                  -0.135619E+04                       0.374830E-06
      64       106          -0.136309E+04               0.680000E+00                  -0.136093E+04                       0.400248E-06
      65        70          -0.107131E+04               0.405000E+00                  -0.106933E+04                       0.325791E-06
      65        71          -0.108265E+04               0.544000E+00                  -0.108196E+04                       0.324151E-06
      65        72          -0.109554E+04               0.411000E+00                  -0.109484E+04                       0.315518E-06
      65        73          -0.110630E+04               0.276000E+00                  -0.110684E+04                       0.313756E-06
      65        74          -0.111891E+04               0.278000E+00                  -0.111909E+04                       0.305078E-06
      65        75          -0.112930E+04               0.800520E+00                  -0.113048E+04                       0.302903E-06
      65        76          -0.114143E+04               0.105327E+00                  -0.114213E+04                       0.293902E-06
      65        77          -0.115152E+04               0.700628E+00                  -0.115294E+04                       0.291144E-06
      65        78          -0.116345E+04               0.511940E-01                  -0.116401E+04                       0.281647E-06
